Financial Year,Bag Number,Status Description,Blood Group,RH,Blood Classification,Stock Creation Date,Stock Issue Date,Expiry Date
2017-2018,9878FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,17-11-2017,27-11-2017,27-12-2017
2017-2018,9879FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,17-11-2017,27-11-2017,27-12-2017
2017-2018,9880FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,17-11-2017,27-11-2017,27-12-2017
2017-2018,9881FP,Expired,A,POSITIVE,FRESH FROZEN PLASMA,17-11-2017,NA,27-12-2017
2017-2018,9882FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,17-11-2017,27-11-2017,27-12-2017
2017-2018,9883PR,Expired,A,POSITIVE,PACKED RED CELLS,17-11-2017,NA,28-12-2017
2017-2018,9883PR,Expired,A,POSITIVE,PACKED RED CELLS,17-11-2017,NA,28-12-2017
2017-2018,9883PR,Expired,A,POSITIVE,PACKED RED CELLS,17-11-2017,NA,28-12-2017
2017-2018,9883PR,Expired,A,POSITIVE,PACKED RED CELLS,17-11-2017,NA,28-12-2017
2017-2018,9883PR,Expired,A,POSITIVE,PACKED RED CELLS,17-11-2017,NA,28-12-2017
2017-2018,9883FP,Expired,A,POSITIVE,FRESH FROZEN PLASMA,17-11-2017,NA,27-12-2017
2017-2018,9884FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,17-11-2017,27-11-2017,27-12-2017
2017-2018,9885FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,17-11-2017,27-11-2017,27-12-2017
2017-2018,9887FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,17-11-2017,27-11-2017,27-12-2017
2017-2018,9888FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,17-11-2017,27-11-2017,27-12-2017
2017-2018,9889FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,17-11-2017,27-11-2017,27-12-2017
2017-2018,9890FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,17-11-2017,27-11-2017,27-12-2017
2017-2018,9891FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,17-11-2017,27-11-2017,27-12-2017
2017-2018,9891PR,Expired,B,POSITIVE,PACKED RED CELLS,17-11-2017,NA,28-12-2017
2017-2018,9891PR,Expired,B,POSITIVE,PACKED RED CELLS,17-11-2017,NA,28-12-2017
2017-2018,9891PR,Expired,B,POSITIVE,PACKED RED CELLS,17-11-2017,NA,28-12-2017
2017-2018,9892FP,Expired,AB,POSITIVE,FRESH FROZEN PLASMA,17-11-2017,NA,27-12-2017
2017-2018,9893FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,17-11-2017,28-12-2017,17-11-2018
2017-2018,9893PR,Expired,B,POSITIVE,PACKED RED CELLS,17-11-2017,NA,28-12-2017
2017-2018,9893PT,Expired,B,POSITIVE,PLATELETS,17-11-2017,NA,23-11-2017
2017-2018,9894FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,17-11-2017,27-11-2017,17-11-2018
2017-2018,9894PT,Expired,O,POSITIVE,PLATELETS,17-11-2017,NA,23-11-2017
2017-2018,9895FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,17-11-2017,28-12-2017,17-11-2018
2017-2018,9895PT,Expired,B,POSITIVE,PLATELETS,17-11-2017,NA,23-11-2017
2017-2018,9896PR,Expired,B,POSITIVE,PACKED RED CELLS,18-11-2017,NA,29-12-2017
2017-2018,9896PR,Expired,B,POSITIVE,PACKED RED CELLS,18-11-2017,NA,29-12-2017
2017-2018,9896PR,Expired,B,POSITIVE,PACKED RED CELLS,18-11-2017,NA,29-12-2017
2017-2018,9896FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,18-11-2017,27-11-2017,18-11-2018
2017-2018,9896PT,Expired,B,POSITIVE,PLATELETS,18-11-2017,NA,24-11-2017
2017-2018,9897FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,18-11-2017,27-11-2017,18-11-2018
2017-2018,9897PT,Issued,O,POSITIVE,PLATELETS,18-11-2017,20-11-2017,24-11-2017
2017-2018,9898FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,18-11-2017,11-09-2018,18-11-2018
2017-2018,9898PR,Expired,A,POSITIVE,PACKED RED CELLS,18-11-2017,NA,29-12-2017
2017-2018,9899FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,18-11-2017,27-11-2017,18-11-2018
2017-2018,9899PT,Issued,O,POSITIVE,PLATELETS,18-11-2017,20-11-2017,24-11-2017
2017-2018,9900PL,Issued,B,POSITIVE,PLASMA,18-11-2017,28-12-2017,18-11-2018
2017-2018,9900PR,Expired,B,POSITIVE,PACKED RED CELLS,18-11-2017,NA,29-12-2017
2017-2018,9900PR,Expired,B,POSITIVE,PACKED RED CELLS,18-11-2017,NA,29-12-2017
2017-2018,9900CY,Issued,B,POSITIVE,CRYO,18-11-2017,17-04-2018,18-11-2018
2017-2018,9901FP,Available,A,POSITIVE,FRESH FROZEN PLASMA,18-11-2017,NA,18-11-2018
2017-2018,9901PR,Expired,A,POSITIVE,PACKED RED CELLS,18-11-2017,NA,29-12-2017
2017-2018,9901PR,Expired,A,POSITIVE,PACKED RED CELLS,18-11-2017,NA,29-12-2017
2017-2018,9901PR,Expired,A,POSITIVE,PACKED RED CELLS,18-11-2017,NA,29-12-2017
2017-2018,9901PR,Expired,A,POSITIVE,PACKED RED CELLS,18-11-2017,NA,29-12-2017
2017-2018,9901PR,Expired,A,POSITIVE,PACKED RED CELLS,18-11-2017,NA,29-12-2017
2017-2018,9902FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,18-11-2017,27-11-2017,18-11-2018
2017-2018,9903FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,18-11-2017,27-11-2017,18-11-2018
2017-2018,9904FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,18-11-2017,27-11-2017,18-11-2018
2017-2018,9905FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,18-11-2017,28-12-2017,18-11-2018
2017-2018,9906FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,18-11-2017,27-11-2017,18-11-2018
2017-2018,9907FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,18-11-2017,27-11-2017,18-11-2018
2017-2018,9908PR,Expired,A,POSITIVE,PACKED RED CELLS,18-11-2017,NA,29-12-2017
2017-2018,9908PR,Expired,A,POSITIVE,PACKED RED CELLS,18-11-2017,NA,29-12-2017
2017-2018,9908PR,Expired,A,POSITIVE,PACKED RED CELLS,18-11-2017,NA,29-12-2017
2017-2018,9908PR,Expired,A,POSITIVE,PACKED RED CELLS,18-11-2017,NA,29-12-2017
2017-2018,9908PR,Expired,A,POSITIVE,PACKED RED CELLS,18-11-2017,NA,29-12-2017
2017-2018,9908CY,Issued,A,POSITIVE,CRYO,18-11-2017,17-04-2018,18-11-2018
2017-2018,9908PL,Issued,A,POSITIVE,PLASMA,18-11-2017,28-12-2017,18-11-2018
2017-2018,9909PL,Issued,AB,POSITIVE,PLASMA,18-11-2017,28-12-2017,18-11-2018
2017-2018,9910CY,Issued,O,POSITIVE,CRYO,18-11-2017,17-04-2018,18-11-2018
2017-2018,9910PL,Issued,O,POSITIVE,PLASMA,18-11-2017,28-12-2017,18-11-2018
2017-2018,9911FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,18-11-2017,27-11-2017,18-11-2018
2017-2018,9911PT,Issued,O,POSITIVE,PLATELETS,18-11-2017,20-11-2017,24-11-2017
2017-2018,9912PL,Issued,A,POSITIVE,PLASMA,18-11-2017,28-12-2017,18-11-2018
2017-2018,9912CY,Issued,A,POSITIVE,CRYO,18-11-2017,17-04-2018,18-11-2018
2017-2018,9913PR,Expired,O,POSITIVE,PACKED RED CELLS,18-11-2017,NA,29-12-2017
2017-2018,9913PR,Expired,O,POSITIVE,PACKED RED CELLS,18-11-2017,NA,29-12-2017
2017-2018,9913PR,Expired,O,POSITIVE,PACKED RED CELLS,18-11-2017,NA,29-12-2017
2017-2018,9913PR,Expired,O,POSITIVE,PACKED RED CELLS,18-11-2017,NA,29-12-2017
2017-2018,9914FP,Issued,O,NEGATIVE,FRESH FROZEN PLASMA,18-11-2017,28-12-2017,18-11-2018
2017-2018,9914PR,Issued,O,NEGATIVE,PACKED RED CELLS,18-11-2017,22-11-2017,29-12-2017
2017-2018,9914PT,Expired,O,NEGATIVE,PLATELETS,18-11-2017,NA,24-11-2017
2017-2018,9915FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,18-11-2017,27-11-2017,18-11-2018
2017-2018,9915PT,Issued,O,POSITIVE,PLATELETS,18-11-2017,20-11-2017,24-11-2017
2017-2018,9916PT,Expired,B,POSITIVE,PLATELETS,18-11-2017,NA,24-11-2017
2017-2018,9916FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,18-11-2017,27-11-2017,18-11-2018
2017-2018,9917PR,Issued,A,POSITIVE,PACKED RED CELLS,18-11-2017,20-11-2017,29-12-2017
2017-2018,9917FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,18-11-2017,28-12-2017,18-11-2018
2017-2018,9918FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,18-11-2017,27-11-2017,18-11-2018
2017-2018,9919FP,Available,A,POSITIVE,FRESH FROZEN PLASMA,18-11-2017,NA,18-11-2018
2017-2018,9919PR,Expired,A,POSITIVE,PACKED RED CELLS,18-11-2017,NA,29-12-2017
2017-2018,9919PR,Expired,A,POSITIVE,PACKED RED CELLS,18-11-2017,NA,29-12-2017
2017-2018,9919PR,Expired,A,POSITIVE,PACKED RED CELLS,18-11-2017,NA,29-12-2017
2017-2018,9919PR,Expired,A,POSITIVE,PACKED RED CELLS,18-11-2017,NA,29-12-2017
2017-2018,9919PR,Expired,A,POSITIVE,PACKED RED CELLS,18-11-2017,NA,29-12-2017
2017-2018,9920PT,Expired,B,POSITIVE,PLATELETS,18-11-2017,NA,24-11-2017
2017-2018,9920FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,18-11-2017,27-11-2017,18-11-2018
2017-2018,9921FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,18-11-2017,27-11-2017,18-11-2018
2017-2018,9921PT,Issued,O,POSITIVE,PLATELETS,18-11-2017,20-11-2017,24-11-2017
2017-2018,9922FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,18-11-2017,27-11-2017,18-11-2018
2017-2018,9923FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,18-11-2017,27-11-2017,18-11-2018
2017-2018,9924CY,Issued,A,POSITIVE,CRYO,18-11-2017,17-04-2018,18-11-2018
2017-2018,9924PL,Issued,A,POSITIVE,PLASMA,18-11-2017,28-12-2017,18-11-2018
2017-2018,9925FP,Available,O,POSITIVE,FRESH FROZEN PLASMA,18-11-2017,NA,18-11-2018
2017-2018,9925PT,Issued,O,POSITIVE,PLATELETS,18-11-2017,20-11-2017,24-11-2017
2017-2018,9926PT,Issued,O,POSITIVE,PLATELETS,18-11-2017,20-11-2017,24-11-2017
2017-2018,9926FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,18-11-2017,27-11-2017,18-11-2018
2017-2018,9927FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,18-11-2017,27-11-2017,18-11-2018
2017-2018,9928PL,Issued,A,POSITIVE,PLASMA,18-11-2017,28-12-2017,18-11-2018
2017-2018,9928CY,Issued,A,POSITIVE,CRYO,18-11-2017,17-04-2018,18-11-2018
2017-2018,9929FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,18-11-2017,27-11-2017,18-11-2018
2017-2018,9929PT,Issued,O,POSITIVE,PLATELETS,18-11-2017,20-11-2017,24-11-2017
2017-2018,9930PR,Expired,B,NEGATIVE,PACKED RED CELLS,18-11-2017,NA,29-12-2017
2017-2018,9930PR,Expired,B,NEGATIVE,PACKED RED CELLS,18-11-2017,NA,29-12-2017
2017-2018,9930FP,Issued,B,NEGATIVE,FRESH FROZEN PLASMA,18-11-2017,28-12-2017,18-11-2018
2017-2018,9931,Expired,B,POSITIVE,WHOLE BLOOD,18-11-2017,NA,22-12-2017
2017-2018,9931,Expired,B,POSITIVE,WHOLE BLOOD,18-11-2017,NA,22-12-2017
2017-2018,9931,Expired,B,POSITIVE,WHOLE BLOOD,18-11-2017,NA,22-12-2017
2017-2018,9932FP,Available,A,POSITIVE,FRESH FROZEN PLASMA,18-11-2017,NA,18-11-2018
2017-2018,9933PR,Expired,O,POSITIVE,PACKED RED CELLS,18-11-2017,NA,29-12-2017
2017-2018,9933PR,Expired,O,POSITIVE,PACKED RED CELLS,18-11-2017,NA,29-12-2017
2017-2018,9933PR,Expired,O,POSITIVE,PACKED RED CELLS,18-11-2017,NA,29-12-2017
2017-2018,9933PR,Expired,O,POSITIVE,PACKED RED CELLS,18-11-2017,NA,29-12-2017
2017-2018,9933FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,18-11-2017,27-11-2017,18-11-2018
2017-2018,9934,Discard - Polycythemia,B,POSITIVE,WHOLE BLOOD,18-11-2017,NA,22-12-2017
2017-2018,9935FP,Issued,AB,POSITIVE,FRESH FROZEN PLASMA,18-11-2017,12-12-2017,18-11-2018
2017-2018,9935FP,Issued,AB,POSITIVE,FRESH FROZEN PLASMA,18-11-2017,12-12-2017,18-11-2018
2017-2018,9936FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,20-11-2017,27-11-2017,20-11-2018
2017-2018,9937FP,Available,B,POSITIVE,FRESH FROZEN PLASMA,21-11-2017,NA,21-11-2018
2017-2018,9938FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,21-11-2017,28-12-2017,21-11-2018
2017-2018,9939FP,Issued,B,NEGATIVE,FRESH FROZEN PLASMA,21-11-2017,04-12-2017,21-11-2018
2017-2018,9939PT,Expired,B,NEGATIVE,PLATELETS,21-11-2017,NA,27-11-2017
2017-2018,9940FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,21-11-2017,27-11-2017,21-11-2018
2017-2018,9941PT,Expired,A,POSITIVE,PLATELETS,21-11-2017,NA,27-11-2017
2017-2018,9941FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,21-11-2017,28-12-2017,21-11-2018
2017-2018,9942FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,21-11-2017,28-12-2017,21-11-2018
2017-2018,9943PT,Expired,O,POSITIVE,PLATELETS,21-11-2017,NA,27-11-2017
2017-2018,9943FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,21-11-2017,27-11-2017,21-11-2018
2017-2018,9944FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,21-11-2017,27-11-2017,21-11-2018
2017-2018,9945FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,21-11-2017,27-11-2017,21-11-2018
2017-2018,9946FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,21-11-2017,27-11-2017,21-11-2018
2017-2018,9946PL,Issued,B,POSITIVE,PLASMA,21-11-2017,17-04-2018,21-11-2018
2017-2018,9946CY,Issued,B,POSITIVE,CRYO,21-11-2017,17-04-2018,21-11-2018
2017-2018,9946PT,Expired,B,POSITIVE,PLATELETS,21-11-2017,NA,27-11-2017
2017-2018,9947FP,Available,B,POSITIVE,FRESH FROZEN PLASMA,21-11-2017,NA,21-11-2018
2017-2018,9948PT,Expired,B,POSITIVE,PLATELETS,21-11-2017,NA,27-11-2017
2017-2018,9948FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,21-11-2017,27-11-2017,21-11-2018
2017-2018,9949FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,21-11-2017,27-11-2017,21-11-2018
2017-2018,9949PT,Expired,O,POSITIVE,PLATELETS,21-11-2017,NA,27-11-2017
2017-2018,9950FP,Issued,AB,POSITIVE,FRESH FROZEN PLASMA,21-11-2017,28-12-2017,21-11-2018
2017-2018,9950PT,Expired,AB,POSITIVE,PLATELETS,21-11-2017,NA,27-11-2017
2017-2018,9950PL,Issued,AB,POSITIVE,PLASMA,21-11-2017,28-12-2017,21-11-2018
2017-2018,9951PT,Expired,O,POSITIVE,PLATELETS,21-11-2017,NA,27-11-2017
2017-2018,9951FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,21-11-2017,27-11-2017,21-11-2018
2017-2018,9952FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,27-11-2017,22-11-2018
2017-2018,9953FP,Available,B,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9953PR,Issued,B,POSITIVE,PACKED RED CELLS,22-11-2017,11-12-2017,02-01-2018
2017-2018,9953PR,Issued,B,POSITIVE,PACKED RED CELLS,22-11-2017,11-12-2017,02-01-2018
2017-2018,9953PR,Issued,B,POSITIVE,PACKED RED CELLS,22-11-2017,11-12-2017,02-01-2018
2017-2018,9954FP,Issued,O,NEGATIVE,FRESH FROZEN PLASMA,22-11-2017,28-12-2017,22-11-2018
2017-2018,9955FP,Issued,AB,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,28-12-2017,22-11-2018
2017-2018,9956FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,27-11-2017,22-11-2018
2017-2018,9957FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,27-11-2017,22-11-2018
2017-2018,9958FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,28-12-2017,22-11-2018
2017-2018,9959FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,27-11-2017,22-11-2018
2017-2018,9960FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,28-12-2017,22-11-2018
2017-2018,9961FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,28-12-2017,22-11-2018
2017-2018,9961PT,Expired,A,POSITIVE,PLATELETS,22-11-2017,NA,28-11-2017
2017-2018,9962PR,Issued,AB,POSITIVE,PACKED RED CELLS,22-11-2017,01-12-2017,02-01-2018
2017-2018,9962FP,Issued,AB,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,28-12-2017,22-11-2018
2017-2018,9963PT,Expired,B,POSITIVE,PLATELETS,22-11-2017,NA,28-11-2017
2017-2018,9963FP,Available,B,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9963FP,Available,B,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9964FP,Available,O,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9964FP,Available,O,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9965FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,28-12-2017,22-11-2018
2017-2018,9965PT,Expired,A,POSITIVE,PLATELETS,22-11-2017,NA,28-11-2017
2017-2018,9966FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,28-12-2017,22-11-2018
2017-2018,9967FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,28-12-2017,22-11-2018
2017-2018,9968FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,27-11-2017,22-11-2018
2017-2018,9969PT,Expired,A,POSITIVE,PLATELETS,22-11-2017,NA,28-11-2017
2017-2018,9969FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,28-12-2017,22-11-2018
2017-2018,9970FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,27-11-2017,22-11-2018
2017-2018,9971PT,Expired,B,POSITIVE,PLATELETS,23-11-2017,NA,28-11-2017
2017-2018,9971FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,27-11-2017,22-11-2018
2017-2018,9972PT,Expired,B,POSITIVE,PLATELETS,22-11-2017,NA,28-11-2017
2017-2018,9972FP,Available,B,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9973FP,Available,O,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9973FP,Available,O,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9974FP,Available,B,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9974PT,Expired,B,POSITIVE,PLATELETS,22-11-2017,NA,28-11-2017
2017-2018,9974PR,Issued,B,POSITIVE,PACKED RED CELLS,23-11-2017,23-11-2017,03-01-2018
2017-2018,9975FP,Available,O,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9975FP,Available,O,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9976FP,Issued,A,NEGATIVE,FRESH FROZEN PLASMA,22-11-2017,28-12-2017,22-11-2018
2017-2018,9976PT,Expired,A,NEGATIVE,PLATELETS,22-11-2017,NA,28-11-2017
2017-2018,9977FP,Available,B,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9977PT,Expired,B,POSITIVE,PLATELETS,22-11-2017,NA,28-11-2017
2017-2018,9978FP,Available,O,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9978FP,Available,O,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9979FP,Issued,A,NEGATIVE,FRESH FROZEN PLASMA,22-11-2017,28-12-2017,22-11-2018
2017-2018,9979PT,Expired,A,NEGATIVE,PLATELETS,22-11-2017,NA,28-11-2017
2017-2018,9980FP,Available,O,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9980FP,Available,O,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9981FP,Available,B,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9982FP,Issued,AB,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,28-12-2017,22-11-2018
2017-2018,9982PR,Expired,AB,POSITIVE,PACKED RED CELLS,22-11-2017,NA,02-01-2018
2017-2018,9982PR,Expired,AB,POSITIVE,PACKED RED CELLS,22-11-2017,NA,02-01-2018
2017-2018,9983FP,Available,O,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9983FP,Available,O,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9984FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,27-11-2017,22-11-2018
2017-2018,9985FP,Available,B,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9986FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,28-12-2017,22-11-2018
2017-2018,9987PT,Expired,O,NEGATIVE,PLATELETS,22-11-2017,NA,28-11-2017
2017-2018,9987FP,Available,O,NEGATIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9987FP,Available,O,NEGATIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9988FP,Issued,B,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,27-11-2017,22-11-2018
2017-2018,9989FP,Available,O,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9989FP,Available,O,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9990FP,Available,O,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9990FP,Available,O,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9990PT,Expired,O,POSITIVE,PLATELETS,22-11-2017,NA,28-11-2017
2017-2018,9991FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,28-12-2017,22-11-2018
2017-2018,9992FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,28-12-2017,22-11-2018
2017-2018,9992PT,Expired,A,POSITIVE,PLATELETS,22-11-2017,NA,28-11-2017
2017-2018,9993FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,28-12-2017,22-11-2018
2017-2018,9994FP,Available,O,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9994FP,Available,O,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9995FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,28-12-2017,22-11-2018
2017-2018,9996FP,HBsAg Positive,A,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9996PR,HBsAg Positive,A,POSITIVE,PACKED RED CELLS,22-11-2017,NA,02-01-2018
2017-2018,9996PT,Expired,A,POSITIVE,PLATELETS,22-11-2017,NA,28-11-2017
2017-2018,9997FP,Available,O,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9997FP,Available,O,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9998FP,Available,O,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9998FP,Available,O,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,9999FP,Available,B,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,10000FP,Issued,AB,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,28-12-2017,22-11-2018
2017-2018,10001PT,Expired,B,POSITIVE,PLATELETS,22-11-2017,NA,28-11-2017
2017-2018,10001FP,Available,B,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,10002FP,Available,A,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,10002FP,Available,A,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,10003FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,28-12-2017,22-11-2018
2017-2018,10004FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,28-12-2017,22-11-2018
2017-2018,10005FP,Available,B,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,NA,22-11-2018
2017-2018,10005PT,Expired,B,POSITIVE,PLATELETS,22-11-2017,NA,28-11-2017
2017-2018,10006FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,28-12-2017,22-11-2018
2017-2018,10007FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,28-12-2017,22-11-2018
2017-2018,10008PR,Expired,AB,POSITIVE,PACKED RED CELLS,22-11-2017,NA,02-01-2018
2017-2018,10008PR,Expired,AB,POSITIVE,PACKED RED CELLS,22-11-2017,NA,02-01-2018
2017-2018,10008FP,Issued,AB,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,28-12-2017,22-11-2018
2017-2018,10009FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,28-12-2017,22-11-2018
2017-2018,10009PT,Expired,A,POSITIVE,PLATELETS,22-11-2017,NA,28-11-2017
2017-2018,10010FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,22-11-2017,28-12-2017,22-11-2018
2017-2018,10011FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,23-11-2017,27-11-2017,23-11-2018
2017-2018,10012FP,Issued,A,POSITIVE,FRESH FROZEN PLASMA,23-11-2017,28-12-2017,23-11-2018
2017-2018,10013FP,Issued,O,POSITIVE,FRESH FROZEN PLASMA,23-11-2017,27-11-2017,23-11-2018
